景区名称,地区,景区等级,经度,纬度,
承德市兴隆县奇石谷景区,河北,3A,117.5857194,40.35369485,
承德市兴隆县六里坪-九龙潭景区,河北,3A,117.5154285,40.34993405,
承德市平泉县辽河源国家森林公园,河北,3A,118.5283307,41.31323525,
承德市宽城满族自治县蟠龙湖景区,河北,3A,118.3577467,40.44256255,
承德市平泉县泽州园,河北,3A,118.688425,41.01510795,
大清猎苑景区,河北,3A,117.678932,42.05034286,
白草洼国家森林公园,河北,3A,117.5926929,40.83605361,
联玉生态园,河北,3A,114.5144868,36.63105203,
茅荆坝国家森林公园,河北,3A,118.1950656,41.65713736,
九龙醉酒文化产业园,河北,3A,116.64697,41.23511691,
青松岭文化旅游度假区,河北,3A,117.443769,40.302566,
天子山风景区,河北,3A,117.670489,40.35196805,
张家口堡（堡子里）,河北,3A,114.881871,40.82599999,
蔚县暖泉古镇,河北,3A,114.443549,39.80939309,
蔚县飞狐峪—空中草原,河北,3A,114.636503,39.73298,
张北安固里草原度假村,河北,3A,114.7419338,41.31356246,
崇礼长城岭滑雪场景区,河北,3A,115.4669771,41.01839082,
宣化文化古城,河北,3A,115.110191,40.60193473,
张北野狐岭要塞军事旅游区,河北,3A,114.7227328,41.11233352,
董存瑞纪念馆,河北,3A,115.5698989,40.46480336,
蔚州古城,河北,3A,114.578297,39.85006106,
壶流河·龙壶湾,河北,3A,114.5457088,39.8289208,
蒙牛乳业（察北）工业园区,河北,3A,118.1079105,39.80545713,
察北旗帜乳品工业园区,河北,3A,115.029335,41.46874288,
阳原国际裘皮城,河北,3A,114.161266,40.10061499,
蔚州博物馆,河北,3A,114.6083373,39.82120094,
蒙牛塞北乳业有限公司工业旅游园区,河北,3A,115.8227172,41.86035544,
国玉陶瓷文化旅游工业园,河北,3A,115.0863171,40.59456176,
元中都博物馆,河北,3A,114.7505342,41.1436814,
杏花沟园区,河北,3A,114.5557494,40.8015141,
塞那都庄园,河北,3A,114.8852492,41.18252872,
怀来帝曼温泉度假村,河北,3A,115.543845,40.34375902,
康宁湖生态园,河北,3A,114.7664341,40.83856673,
宣化黄羊山文化园,河北,3A,115.0764069,40.53220754,
崇礼区富龙滑雪场,河北,3A,115.3120658,40.98567895,
桥西区察哈尔都统署旧址,河北,3A,114.8959425,40.8421759,
宣化区假日绿岛景区,河北,3A,114.940231,40.59268102,
张北县元中都考古遗址公园,河北,3A,114.634503,41.29992193,
宣化区桑干河大峡谷像光洞,河北,3A,114.824161,40.28154705,
三祖龙尊股份有限公司,河北,3A,115.2173095,40.41728428,
王家大院景区,河北,3A,119.7657454,40.01327015,
英伦国际马术俱乐部,河北,3A,119.5065027,39.84700464,
怪楼公园,河北,3A,119.504595,39.83354205,
老君顶景区,河北,3A,119.5883419,40.16009032,
葡萄沟景区,河北,3A,119.1233749,39.77160211,
碣石山景区,河北,3A,119.1511403,39.75447922,
冰糖峪大峡谷景区,河北,3A,119.3695655,40.10956645,
棋盘山绿色庄园,河北,3A,118.969724,39.80091408,
唐山抗震纪念馆（含广场及遗址）,河北,3A,118.1885731,39.63084294,
唐山丰润区燕东生态观光园,河北,3A,118.2027201,39.87925086,
迁安市白羊峪长城旅游区,河北,3A,118.7240931,40.20077674,
迁安市红峪山庄长城溶洞风景区,河北,3A,118.6320379,40.24986766,
遵化市禅林寺古银杏风景园,河北,3A,118.0243496,40.29189935,
唐山玉田县净觉寺,河北,3A,117.9325749,39.81862815,
唐山迁西县雄关大刀风情园,河北,3A,118.3617805,40.42328836,
迁西五虎山旅游区,河北,3A,118.4477913,40.1801781,
蒙牛乳业（唐山）有限公司旅游景区,河北,3A,118.1079105,39.80545713,
唐山市曹妃甸区妈祖文化旅游区,河北,3A,118.6321795,39.23285856,
唐山市蒙牛乳业（滦南）工业旅游景区,河北,3A,118.6701511,39.4950899,
乐亭德龙钢铁工业旅游文化园,河北,3A,118.9133737,39.20560815,
丰润京东龙泉谷景区,河北,3A,118.1124692,39.96663778,
丰润山缘生态庄园景区,河北,3A,118.27845,39.95290413,
文化公园,河北,3A,116.9535114,39.7217544,
自然公园,河北,3A,116.656859,39.548504,
华御温泉度假村,河北,3A,116.356239,39.23537312,
李少春纪念馆,河北,3A,116.395317,39.12038412,
华夏民间收藏馆,河北,3A,116.3979967,39.12954816,
胜芳古镇,河北,3A,116.702416,39.06155872,
刘凌沧郭慕熙艺术馆,河北,3A,116.3266548,39.44267964,
天圆生态农业观光园,河北,3A,114.738178,38.06747805,
璞然生态园,河北,3A,117.1080829,40.07719134,
盛世福地现代农业园,河北,3A,116.6871727,39.19127862,
燕南春酒文化产业园,河北,3A,116.5737002,39.3719847,
林栖谷森林温泉度假区,河北,3A,116.583601,39.39115008,
第什里风筝小镇,河北,3A,116.7344163,39.30508249,
紫图生态庄园,河北,3A,117.033235,39.84441205,
梦东方·未来世界,河北,3A,116.834337,39.92323404,
明福山庄,河北,3A,117.1321133,40.04767886,
大厂民族宫,河北,3A,116.9730477,39.89647391,
大厂影视小镇,河北,3A,116.8945433,39.89692741,
自行车运动公园,河北,3A,116.3137232,39.4823196,
固安农博园,河北,3A,116.3882078,39.41152903,
富祥温泉生态农庄,河北,3A,118.171526,39.6697881,
河北·大城·中国红木城,河北,3A,116.684418,38.69756212,
冉庄地道战遗址,河北,3A,115.3760347,38.67552043,
涿州三义宫,河北,3A,115.958166,39.43286908,
唐县西胜沟景区,河北,3A,114.8533027,39.00583664,
唐县秀水峪,河北,3A,114.609499,39.0626606,
唐县华峪山庄,河北,3A,114.837537,38.8151491,
白求恩柯棣华纪念馆,河北,3A,114.990941,38.77644811,
唐县大石峪景区,河北,3A,114.6105366,39.09568928,
蒙牛乳业工业景区,河北,3A,118.1079105,39.80545713,
灵山聚龙洞旅游风景区,河北,3A,114.6608806,38.81150835,
古莲花池,河北,3A,115.5047915,38.86319027,
空中草原景区,河北,3A,114.568814,39.5165211,
仙人峪景区,河北,3A,114.5440379,39.31270096,
昌利农业示范园景区,河北,3A,116.1097195,38.99789045,
安国数字中药都,河北,3A,115.31259,38.43931706,
安国市药王庙景区,河北,3A,115.3260881,38.41273301,
金木国际产业园,河北,3A,115.34792,38.49808407,
腰山王氏庄园,河北,3A,115.224161,38.89894913,
顺平享水溪,河北,3A,114.942093,39.05771511,
顺平三妙峰景区,河北,3A,114.875376,39.01408014,
纪晓岚文化园,河北,3A,116.5548057,38.28520411,
肃宁裘皮城,河北,3A,115.822623,38.46241407,
黄骅海盐博物馆,河北,3A,117.351426,38.37786509,
河间府署,河北,3A,116.098656,38.44361306,
南大港湿地,河北,3A,117.4604611,38.4870398,
沧州规划馆,河北,3A,116.802052,38.30865309,
献王文化酒庄,河北,3A,116.1180138,38.23282198,
沧州渤海新区世博欢乐园,河北,3A,117.4641515,38.3927355,
沧州市渤海新区贝壳湖景区,河北,3A,117.7744558,38.26894385,
衡水绿岛空中戏水乐园,河北,3A,115.6773489,37.74262586,
衡水老白干酿酒集团工业旅游示范点,河北,3A,115.6951594,37.71781456,
闾里汉民俗文化小镇琴瑟园客栈,河北,3A,115.639722,37.60732401,
蒙牛乳业（衡水）工业旅游景区,河北,3A,118.1079105,39.80545713,
周窝音乐小镇景区,河北,3A,115.904022,38.00211103,
沙河秦王湖,河北,3A,114.1017222,36.97501685,
内丘县长寿百果庄园景区,河北,3A,114.4115665,37.30014494,
清河羊绒城景区,河北,3A,115.6873893,37.09732585,
柏乡汉牡丹园景区,河北,3A,114.7197034,37.53989743,
临城尚水渔庄,河北,3A,114.4167615,37.44950352,
广宗南寺郭葡萄风情小镇景区,河北,3A,115.221381,37.03111097,
南和农业嘉年华,河北,3A,114.708871,36.94197892,
沙河市王硇村,河北,3A,114.070101,36.91418786,
南宫市冀南区烈士陵园,河北,3A,115.3852886,37.36249039,
临西县万和宫,河北,3A,115.437246,36.81947794,
威县洺洲巨峰葡萄小镇,河北,3A,115.2810386,36.93877692,
威县开元春天·梦幻庄园,河北,3A,115.4076081,37.00243414,
邢台县德龙钢铁文化园,河北,3A,114.4015991,37.08673409,
邢台县兴台古镇,河北,3A,114.3573,37.02359497,
邢台县邢襄古镇,河北,3A,114.202687,37.10974788,
桥西区邢台酒文化博览园,河北,3A,114.457165,37.06404493,
桥西区智跑科技主题乐园,河北,3A,114.489978,37.03736296,
黄粱梦吕仙祠,河北,3A,114.4991984,36.68679791,
元宝山风景区,河北,3A,114.202435,36.42613988,
磁州窑博物馆,河北,3A,114.3910846,36.38191586,
铜雀三台遗址公园,河北,3A,114.4132719,36.28001357,
邺令公园,河北,3A,114.6271618,36.3353371,
聚龙山莲花洞,河北,3A,113.922786,36.84149946,
天慈峰林,河北,3A,113.998059,36.86658096,
寿东粮画小镇,河北,3A,115.233367,36.55381989,
丛台酒苑景区,河北,3A,114.742629,36.58024089,
文庙,河北,3A,115.0079213,38.5213233,
黄家葡萄酒庄,河北,3A,115.1673958,38.50067389,
中山百姓园温泉度假村,河北,3A,115.1312559,38.33919723,
皮毛小镇,河北,3A,115.728821,37.31941595,
雄安保府酒文化园,河北,3A,115.8583602,39.05942024,
矿区清凉山风景区,河北,2A,114.024541,38.07948408,
正定赵云庙景区,河北,2A,114.5926236,38.15390583,
行唐县神树湾景区,河北,2A,114.277952,38.594798,
承德市双桥区城隍庙景区,河北,2A,117.9412068,41.00147546,
承德市双桥区关帝庙景区,河北,2A,117.9459614,40.98747009,
承德市丰宁县九龙松景区,河北,2A,116.054178,41.65528989,
承德市丰宁县千松坝森林公园,河北,2A,116.2298355,41.55294478,
承德市承德县朝阳洞景区,河北,2A,118.0562092,40.99997035,
承德市宽城满族自治县都山景区,河北,2A,118.806684,40.52302137,
承德市宽城满族自治县万塔黄崖寺景区,河北,2A,118.4776236,40.57268154,
滦平县花溪梨园景区,河北,2A,118.17475,39.64229,
承德县苇子峪景区,河北,2A,117.9008687,40.78349343,
承德市宽城满族自治县菁润观光园景区,河北,2A,118.491945,40.61713795,
承德市宽城满族自治县宝山休闲庄园景区,河北,2A,118.4875872,40.61300123,
承德市宽城满族自治县塞北江南景区,河北,2A,118.491945,40.61713795,
承德市围场县紫玉蓝莓庄园景区,河北,2A,117.7769162,41.94739847,
承德市鹰手营子矿区神龙山风景区,河北,2A,117.6660512,40.5520666,
丰宁非物质文化遗产传承基地,河北,2A,116.6253286,41.16480554,
山戎公园景区,河北,2A,117.337506,40.947331,
怀来容辰庄园,河北,2A,115.652431,40.30709399,
桥西水母宫风景区,河北,2A,114.8551204,40.85874984,
中国长城葡萄酒有限公司旅游区,河北,2A,115.507406,40.39554901,
怀来天漠旅游区,河北,2A,115.7014738,40.29868412,
怀来永定河峡谷漂流,河北,2A,115.616777,40.23706705,
沽源金莲山庄,河北,2A,115.9760767,41.33365863,
尚义察汗淖蒙古大营,河北,2A,114.0136571,41.10531445,
张北中都游牧源度假村,河北,2A,114.6791855,41.18668182,
张家口蒙古大营,河北,2A,114.915796,40.88625787,
阳原县泥河湾小长梁景区,河北,2A,114.6765001,40.22429658,
张北县水云间假日会馆,河北,2A,114.7242777,41.36552326,
万全云松雾柳庄园,河北,2A,114.7913169,40.97769862,
张北伊利乳业工业园,河北,2A,114.7507522,41.18159029,
崇礼冰雪博物馆,河北,2A,115.2958658,40.98402384,
活阳山老君洞景区,河北,2A,114.3454787,39.9142797,
察哈尔文化城,河北,2A,114.9085854,40.77061867,
飞狐峪—神泉洞,河北,2A,114.636503,39.73298,
蔚县北方城村,河北,2A,114.5266566,39.9075437,
蔚县重泰寺,河北,2A,114.495127,39.930298,
蔚县壶流畔·湖滨园,河北,2A,114.5216254,39.80546565,
阳原县泥河湾博物馆,河北,2A,114.1572707,40.10814074,
阳原县泥河湾温泉休闲度假苑,河北,2A,114.5898838,40.20714009,
经开区玉宫上谷战国红博物馆,河北,2A,115.03392,40.566791,
崇礼区山亚湾生态度假村,河北,2A,115.1981246,40.90982875,
奥东农业生态园,河北,2A,118.1487433,39.42184513,
老虎石海上公园,河北,2A,119.4958206,39.81959854,
五峰山李大钊革命活动旧址景区,河北,2A,119.168841,39.757821,
天马山景区,河北,2A,119.253681,39.980991,
鲍子沟景区,河北,2A,119.10386,39.779381,
六峪山庄,河北,2A,119.011738,40.051351,
柳河溪谷,河北,2A,119.1225943,39.86216474,
柳河山庄,河北,2A,118.898383,39.899503,
润杨山居,河北,2A,118.822066,39.789282,
唐山遵化鹫峰山风景旅游区,河北,2A,118.050045,40.30738801,
迁安市灵山旅游区,河北,2A,118.5091306,40.05128145,
唐山市遵化上关湖,河北,2A,117.73615,40.23235403,
遵化卧龙山自然风景旅游区,河北,2A,118.088592,40.072429,
丰润区潘家峪惨案纪念馆红色旅游景区,河北,2A,118.3274885,40.00623448,
唐山乐亭县浅水湾浴场,河北,2A,118.967845,39.16520614,
唐山乐亭县祥云湾海滨温泉度假村,河北,2A,118.993152,39.185949,
唐山市大城山公园,河北,2A,118.207157,39.6456531,
遵化黄花山风景区,河北,2A,117.611245,40.17242402,
迁安市徐流口九龙泉风景区,河北,2A,118.907929,40.143872,
迁安市成山万亩林景区,河北,2A,118.4551975,39.93893791,
滦县文峰塔景区,河北,2A,118.7725401,39.71057128,
玉田县农福缘景区,河北,2A,117.8476219,39.79060646,
玉田泓德生态园景区,河北,2A,117.8255845,39.73971483,
时代广场,河北,2A,114.900945,40.7781,
水一方休闲垂钓园,河北,2A,116.631211,39.572312,
京作红木家具旅游基地,河北,2A,116.7560656,38.68871082,
屈家营古音乐会堂,河北,2A,116.266088,39.233015,
新城广场,河北,2A,118.1577689,39.833245,
天胜园农业生态观光园,河北,2A,117.002066,39.97806983,
观音禅寺,河北,2A,115.297205,37.34819999,
长征现代农业创意产业园,河北,2A,116.660277,39.55833707,
盛世农合生态园,河北,2A,116.2955059,39.29285988,
沁心农业园,河北,2A,117.0214983,39.86298137,
锦绣潮白,河北,2A,116.799379,39.97797708,
廊坊市民暄达生态园,河北,2A,116.6633165,39.56611213,
新苑阳光农业休闲旅游基地,河北,2A,116.576008,39.29714105,
鑫汇生态农业观光园,河北,2A,117.00207,39.97687308,
大厂生态科技馆,河北,2A,116.862039,39.89047611,
大慈阁,河北,2A,115.5090764,38.86507789,
保定军校纪念馆,河北,2A,115.5333726,38.87214273,
安国市中药文化博物馆,河北,2A,115.3391666,38.43046366,
安国市毛主席视察纪念馆,河北,2A,115.3449436,38.43560154,
满城大平台景区,河北,2A,115.0469121,39.06698289,
清苑古城香文化体验馆展厅,河北,2A,115.504122,38.791015,
伊祁山景区,河北,2A,115.0262558,38.87009125,
留法勤工俭学纪念馆,河北,2A,115.4938242,38.86701574,
盐山千童祠,河北,2A,117.1461397,37.85908295,
泊头清真寺,河北,2A,116.5750319,38.06986204,
青县青云观,河北,2A,117.0592708,38.61218768,
马本斋纪念馆,河北,2A,116.2406587,38.34333064,
沧县御碑苑,河北,2A,116.8608791,38.25473529,
沧州铁狮子,河北,2A,117.0285762,38.21280499,
沧县神然生态农业园,河北,2A,117.075269,38.22745508,
青县司马庄蔬菜观光园,河北,2A,116.81979,38.6231431,
献县小屯竹柳生态观光园,河北,2A,116.2062267,38.20115226,
沧县旧城文化展览馆,河北,2A,117.0303662,38.21278443,
王希鲁景区,河北,2A,116.8532076,38.29458795,
泊头三井·大运河酒文化产业园,河北,2A,116.807437,38.35129107,
河间丰伟农业休闲生态园,河北,2A,117.4359972,38.38940503,
吴桥百盛庄园农业生态园,河北,2A,116.4034402,37.63503169,
青县广旺农庄,河北,2A,116.782461,38.55633207,
中捷·尼特拉酒庄,河北,2A,117.4203408,38.40540054,
沧县博兴生态观光园,河北,2A,116.490999,38.35186607,
沧州临港金太阳农业科技生态园,河北,2A,117.50825,38.41626609,
黄骅市烈士陵园红色旅游景区,河北,2A,117.315455,38.374363,
苍林农庄,河北,2A,116.772027,38.28300105,
衡水市宝云寺,河北,2A,115.6476679,37.72301146,
邓庄农业科技示范园区,河北,2A,115.8133419,37.70925148,
安平县台城村全国第一个农村党支部纪念馆,河北,2A,115.4857753,38.21075402,
深州蜜桃观光园,河北,2A,115.510282,38.03948705,
衡水习三内画博物馆,河北,2A,115.6892848,37.74058093,
阜城县刘老人百年梨园景区,河北,2A,116.5545235,38.01757342,
阜城县本斋纪念园景区,河北,2A,116.223972,37.84154103,
邢台县张果老山,河北,2A,114.3246991,37.1298137,
邢台县小西天景区,河北,2A,114.1291062,37.01878536,
沙河九龙沟,河北,2A,114.1204436,36.94795112,
沙河甄泽观,河北,2A,114.501721,36.86214364,
沙河北武当山,河北,2A,113.9681311,36.97973397,
临城天台山景区,河北,2A,114.395128,37.52345627,
清河华夏张氏祖庭,河北,2A,115.5983876,37.05222896,
邢台县七里河植物园景区,河北,2A,114.5336979,37.13397628,
任县冀南革命纪念馆,河北,2A,114.7142448,37.14305855,
威县义和团纪念馆,河北,2A,115.2894812,36.99450274,
新河董振堂事迹陈列馆,河北,2A,115.2389153,37.53443014,
峰峰磁州窑富田遗址,河北,2A,114.1763903,36.42146032,
大名石刻博物馆,河北,2A,115.1990316,36.2940685,
圣井岗,河北,2A,114.4113737,36.63841402,
漳河旅游度假区,河北,2A,114.0339202,36.35964962,
十六沟,河北,2A,113.968642,36.8751939,
贡院,河北,2A,115.014707,38.51971072,
开元寺塔,河北,2A,115.0089624,38.51737928,
