序号,景点名称,地区,评分,评级,地址,评语,价格,销量,省市自治区
268,权品·权金城沐浴连锁（长阳店）,北京·北京·房山区,0,\N,北京市房山区长阳镇昊天北大街15号1幢,散去疲劳，大快朵颐，尽在权金城金沙国际,69,58,北京市
269,天禄山,北京·北京·房山区,0,\N,北京市房山区十渡镇八渡大街8号,挑战自我，享受新鲜刺激，或漫步沙滩,29.9,84,北京市
270,白云观,北京·北京·西城区,0.74,\N,北京市西城区白云观街9号,白云观内外绿树成荫，清新幽静，流连忘返,3,4,北京市
271,万达冰雪嘉年华,北京·北京·丰台区,0,\N,北京市丰台区南苑西路39号万达广场1号门2号门之间草坪处（冰雪嘉年华售票处）,切身体验人与冰雪亲近放松身心的娱乐场地,108,2,北京市
272,鸿运②号洗浴桑拿馆,北京·北京·海淀区,0,\N,北京市海淀区四季青镇北乌嘉园西门,放松休闲的好去处,198,2,北京市
273,健乐苑商务会馆,北京·北京·石景山区,0,\N,北京石景山区古城路1-6号（古城小街）,温泉洗浴餐饮娱乐体验,69,92,北京市
274,古陶文明博物馆,北京·北京·宣武区,0.7,\N,北京市西城区右安门内西街12号,陶文化专题的博物馆，完整生动的古陶文明史,25,4,北京市
275,金祖山风景区,北京·北京·房山区,0,\N,北京市房山区周口店镇车厂村金祖山风景区,山顶拥有背景极为少见的空中草原,25,75,北京市
276,圜丘,北京·北京·天坛公园,0,\N,北京市东城区天坛内东里7号天坛公园,人站在天心石上说话，声音浑厚、洪亮,188,50,北京市
277,北京星空错觉艺术馆,北京·北京·东城区,0,\N,北京市东城区崇文门外大街18号国瑞购物中心LG层（乐天玛特超市旁）,体会错觉的神奇力量,98,31,北京市
278,北京元代谷蒙古部落,北京·北京·延庆县,0,\N,北京市延庆县大榆树镇新宝庄村,元代谷感受千年文化遗存,40,31,北京市
279,权品·权金城沐浴连锁（清河店）,北京·北京·海淀区,0,\N,北京市海淀区清河永泰东里36号,散去疲劳，大快朵颐，尽在权金城金沙国际,169,59,北京市
280,摩力圣汇温泉会馆,北京·北京·朝阳区,0,\N,北京市朝阳区劲松路9号,多种温度的温泉，只为你量身定制,105,8,北京市
281,第五季龙水凤港生态农场,北京·北京·通州区,0,\N,北京市通州区于家务京津高速张采路出口,家庭出游新选择，吃喝玩乐乐开怀,40,4,北京市
282,北京康顺达农业科技生态园,北京·北京·密云县,0,\N,北京市密云县河南寨镇平头村西,原生态农业观光体验,108,45,北京市
283,大运河森林公园,北京·北京·通州区,0,\N,北京市通州区宋梁路南段,双锦天成，明镜移舟，平林烟树，枣红若涂,89,6,北京市
284,老象峰,北京·北京·平谷区,0.7,\N,北京市平谷区大华山镇小峪子村北5号,因神象巨峰而得名，森林茂密百花争艳,24.9,6,北京市
285,九华山庄温泉主题公园,北京·北京·九华山庄,0,\N,北京市昌平区小汤山镇,九华出品，必是精品,78,96,北京市
286,金隅凤山温泉,北京·北京·昌平区,0,\N,北京市昌平区蟒山路10号,在温泉汤池中增添独享欢乐的私密空间,65,40,北京市
287,2019去哪儿亲子年票,北京·北京,0,\N,北京、天津、河北多家亲子主题场馆/景区/机构,一卡畅游70+家场馆/景区,108,2,北京市
288,北京月季洲际大会,北京·北京·大兴区,0,\N,北京市大兴区魏善庄镇魏北路与魏西路交叉口,由世界月季联合会主办的全球月季界盛会,48,99,北京市
289,爨底下村,北京·北京·门头沟区,0.7,\N,北京市门头沟区斋堂,周围苍松翠柏，绿树成荫，悦耳的鸟鸣,98,10,北京市
290,南宫旅游景区,北京·北京·丰台区,0.7,4A景区,北京市丰台区王佐镇南宫南路1号,地热资源丰富，温泉纯正，体验绝佳,29,38,北京市
291,赛纳河休闲商务会馆（立水桥店）,北京·北京·朝阳区,0,\N,北京市朝阳区立水桥路8号,超五星级豪华休闲娱乐旗舰,55,6,北京市
292,陶然亭清芷园游泳馆,北京·北京·西城区,0,\N,北京市西城区（原宣武区）育新街47号清芷园内,现在不努力，夏天徒伤悲,19.9,4,北京市
293,颐派欧华商务休闲汇馆,北京·北京·西城区,0,\N,北京市西城区广安门外红居街10巷10号,具有欧陆风情、皇家般尊贵的休闲娱乐场所,85,18,北京市
294,白龙潭,北京·北京·密云县,0.7,3A景区,北京密云县太师屯镇龙潭沟,白龙昼饮潭，修尾挂后壁,108,53,北京市
295,北宫国家森林公园,北京·北京·丰台区,0.7,4A景区,北京市丰台区长辛店镇大灰厂东路55号,极似南方特色，胜似画中美景。,0.5,2,北京市
296,龙庆峡,北京·北京·延庆县,0.7,4A景区,北京市延庆县古城村,古城九曲，带给你柳暗花明又一村的美景,2,12,北京市
297,什刹海酒吧街,北京·北京·什刹海,0,\N,北京市西城区什刹海,常有不错的驻唱歌手在此唱歌,60,67,北京市
298,团结湖公园,北京·北京·朝阳区,0.7,3A景区,北京市朝阳区团结湖南里16号,京城里具有江南古典园林特色的城市公园,48,8,北京市
299,天开寺,北京·北京·房山区,0,\N,北京市房山区韩村河镇龙门口村,北京龙门生态园位于京西南40公里的房山区韩村河镇以西，岳各庄村西上方山森林公园的入口处，景区依山傍水，集水光山色佛塔庙宇,38,84,北京市
300,红螺湖度假区,北京·北京·怀柔区,0.7,\N,北京市怀柔区红螺镇村南,湖水荡漾，绿树成荫，山水相依，百鸟争鸣,17.4,8,北京市
301,大觉寺,北京·北京·海淀区,0.7,\N,北京市海淀区西山大觉寺路9号,以清泉、古树、玉兰闻名,2,2,北京市
302,北京河北村民俗文化体验园,北京·北京·顺义区,0,\N,北京市顺义区南彩镇河北村,传统民俗文化的发展与都市现代农业的结合,49,18,北京市
303,大兴世界月季主题园,北京·北京·大兴区,0,\N,北京市大兴区魏善庄镇魏北路与魏西路交叉口（世界月季主题园南门）,以古今中外爱情经典故事为主题,48,6,北京市
304,交大嘉园游泳馆,北京·北京·海淀区,0,\N,北京市海淀区交大东路交通大学南门附近,拥有游泳馆，跑步机、健身器械,38,2,北京市
305,水上世界,北京·北京·石景山游乐园,0,\N,北京市石景山区石景山游乐园内,集水上运动与娱乐于一体，消暑纳凉好去处,35,84,北京市
306,考拉大冒险儿童主题乐园,北京·北京·顺义区,0,\N,北京市顺义区顺密路北小营镇南大街3号（万盟汇达生活广场北50米）,上百种游戏器材，等你来体验~,70,12,北京市
307,挂甲峪,北京·北京·平谷区,0,\N,北京市平谷区大华山镇挂甲峪村挂甲峪路,整个村庄犹如坐落在龙的怀抱之中,25,60,北京市
308,北京国都大剧院,北京·北京·朝阳区,0,\N,北京市朝阳区华威南路27号陕西大厦2层（国都大剧院）,大型综艺文化舞台,27,89,北京市
309,红螺浴园,北京·北京·怀柔区,0,\N,北京市怀柔区南小街17号,红螺浴园坐落于怀柔区商业街繁华地段，本店经营面积约3600余平米，是集特色汗蒸、桑拿、沐浴、休闲养生、娱乐为一体的综合性,25,10,北京市
310,密云金地来商务会馆,北京·北京·密云县,0,\N,北京市密云区新南路88号,金地来总公司在不断探索现代健康的道路上，充分认识到养生的重要价值，于2009年公司成立金地来商务会馆，营业面积13000,19,79,北京市
311,中国儿童中心老牛儿童探索馆,北京·北京·西城区,0,\N,北京市西城区平安里大街43号,一家儿童博物馆教育理念的公益性儿童探索馆,108,42,北京市
312,空气动能蹦床馆,北京·北京·通州区,0,\N,北京通州区永顺镇西果园甲156号（西杨庄西五里店路辛峰共赢物流园内）,蹦床运动很好玩哦,108,60,北京市
313,2019珍珠泉玫瑰采摘节,北京·北京·延庆县,0,\N,北京市延庆区珍珠泉乡珠泉喷玉广场,亲身体验玫瑰采摘的乐趣,30,50,北京市
314,温都水城HI水空间,北京·北京·温都水城,0,\N,北京市昌平区北七家镇平西府街51号宏福创业园8号,来人工造浪区，浪起来,128,10,北京市
315,蓬莱游泳馆,北京·北京·昌平区,0,\N,北京市昌平区北七家镇立汤路平西府路路口蓬莱公寓对面,您和家人放松身心的理想天地,36,97,北京市
331,东方之珠国际温泉酒店,北京·北京·通州区,0,\N,北京市通州区西顺城街与车站路交叉口南50米,综合型休闲、餐饮、商务温泉酒店,95,2,北京市
332,喜聚现场,北京·北京·朝阳区,0,\N,北京市朝阳区西大望路甲21号合生汇一层14B,集演出、美食、社交于一体的新型剧场,59,86,北京市
333,海德温泉,北京·北京·朝阳区,0,\N,北京市朝阳区青年路西里1号院,养生温泉，带来温泉度假新体验,159,4,北京市
335,密云玫瑰情园,北京·北京·密云县,0,\N,北京市密云县巨各庄镇蔡家洼村,依山而建，呈现出层级式景观结构,45,2,北京市
336,尚隐·泉都市生活馆,北京·北京·丰台区,0,\N,北京市丰台区双林东路8号,在不一样的地点，相遇一样的人间仙境,136,16,北京市
337,东方威尼斯国际温泉酒店,北京·北京·丰台区,0,\N,北京市丰台区西三环南路23号,商务人士的休闲港湾,150,47,北京市
338,上方云水洞,北京·北京·房山区,0.7,\N,北京市房山区韩村河镇上过山国家森林公园,著名山水佛教游览胜地,27,12,北京市
339,金海湖水上运动场,北京·北京·金海湖风景区,0,\N,北京市平谷区金海湖水上运动场,拥有六条赛艇水道，是中国水上运动场之一,30,33,北京市
340,静之湖滑雪场,北京·北京·昌平区,0,\N,北京市昌平区兴寿镇桃峪口,三面环山滑雪度假区，专业滑雪体验,42,63,北京市
341,星湖园温泉度假村,北京·北京·通州区,0,\N,北京市通州区台湖镇,49度的原汤温泉，中式园林风格,108,36,北京市
342,中国乐谷国际音乐节,北京·北京·中国乐谷草地音乐公园,0,\N,北京市平谷区乐谷草地音乐公园（渔阳国际滑雪场）,群星汇聚，音乐盛宴,77.77,77,北京市
343,北京乐多港万豪酒店汤乐宫温泉,北京·北京·昌平区,0,\N,北京乐多港万豪酒店负一层汤乐宫,放松身体，放松心灵,39,32,北京市
344,十八渡乐园,北京·北京·房山区,0,\N,北京市房山区十渡镇平峪村大沙地,当地规模和人气数一数二的农家乐,88,87,北京市
345,青龙湖公园,北京·北京·丰台区,0.7,3A景区,北京市丰台区王佐镇青龙湖公园,放飞心情，融入青山绿水，尽享田园风光,28.5,208,北京市
346,天津港海上工业游观光船,天津·天津·滨海新区,0,\N,天津市滨海新区观海路与欧洲道交口东侧500米,体验与万吨级货轮的擦肩而过的快感,118,10,天津市
347,天津圣和汤泉,天津·天津·河西区,0,\N,天津市河西区大沽南路987号,综合性大型温泉休闲中心,19,10,天津市
348,梨木台,天津·天津·蓟县,0.72,4A景区,天津市蓟县蓟县下营镇船舱峪村北,”天津的神农架“和”北方的热带雨林“,65,1200,天津市
349,天津龙达温泉生态城,天津·天津·滨海新区,0,\N,天津市滨海新区塘沽新城镇天津大道,亚洲大型热带雨林生态温泉,118,102,天津市
350,天津失恋博物馆,天津·天津·和平区,0,\N,天津市和平区大悦城3楼,邀请人们提供恋爱纪念品及其背后的故事,9.9,16,天津市
351,宝成博物苑,天津·天津·津南区,0.7,4A景区,天津市津南区双桥河镇宝成新村海河二道闸南,大型天然灵壁石人造石林,44,71,天津市
353,霍元甲纪念馆,天津·天津·精武门·中华武林园,0.7,\N,天津市西青区南河镇小南河村（小南河中心小学附近）,领略名震中外的一代武术大师的风采,0.5,51,天津市
354,第五届中国天津国际直升机博览会,天津·天津·滨海新区,0,\N,天津滨海新区空港经济区中航直升机产业基地(港城大道8号),天津直博会是我国唯 一国家 级国际直升机专业展会，也是世界上唯 一具有飞行表演的直升机展会，天津直博会已经成为全球第二大,95,12,天津市
355,天津金泰丽舍温泉酒店,天津·天津·武清区,0,\N,天津市武清区黄庄街泉水道231—增1号,拥有瑞士文化殿堂级温泉项目,136,20,天津市
356,九山顶,天津·天津·蓟县,0.72,\N,天津市蓟县下营镇常州村,回归自然的理想场所、寻奇探幽的野趣乐园,49,244,天津市
357,天津白蛇谷原生态景区,天津·天津·蓟县,0,\N,天津市蓟县黄崖关长城北1公里,峰奇谷幽，植被繁茂，山林静谧，空气清新,20,32,天津市
358,圣光万豪畅洺园温泉,天津·天津·蓟县,0,\N,天津市蓟县渔阳镇凤凰山路6号,寒冷冬日，为您呈现北方三亚风情,68,6,天津市
359,东丽湖恒大世博国际温泉,天津·天津·东丽区,0,\N,天津市东丽区东丽湖旅游度假区东丽大道1037号,冷雾温泉新概念,148,60,天津市
360,精武门·中华武林园,天津·天津·西青区,0,4A景区,天津市西青区精武镇小南河村,世界精武之源，也是世界精武之根,0.5,44,天津市
361,炼金师实验室,天津·天津·西青区,0,\N,天津市西青区张家窝镇知景道198号城南往市民国主题街区内,以美式管理理念为核心，有多种游玩区域,88,43,天津市
362,西岸相声剧场,天津·天津·河西区,0,\N,天津市河西区广东路人民公园内（儿童游艺区旁）,台风大方诙谐，表演幽默卖力,80,73,天津市
363,NBA Center,天津·天津·武清区,0,\N,天津市武清区泉水道与京泉路交口,适用于儿童攀玩的场所,103,89,天津市
364,杨光相声社古文化街码头旗舰店,天津·天津·南开区,0,\N,天津市南开区张自忠路文化小城7-126号二楼,不一样的相声视听大餐,86,88,天津市
365,东方之珠洗浴（于家堡店）,天津·天津·滨海新区,0,\N,天津市滨海新区新港路372号,五星级纯绿色服务,98,77,天津市
366,元古奇石林,天津·天津·蓟县,0.7,\N,天津市蓟县穿芳峪镇毛家峪村,天然形成的奇石景观，巧夺天工，造化神奇,35,96,天津市
367,东方之珠洗浴（大港店）,天津·天津·大港区,0,\N,天津市大港区喜荣街116号,五星级纯绿色服务,138,84,天津市
